
fet_x,fet_y,tar_x,tar_y,prev_dir,dir
19,9,24,10,0,0
19,8,24,10,0,3
20,8,24,10,3,3
21,8,24,10,3,3
22,8,24,10,3,3
23,8,24,10,3,3
24,8,24,10,3,2
24,9,24,10,2,2
24,10,23,30,4,2
24,11,23,30,2,1
23,11,23,30,1,1
22,11,23,30,1,2
22,12,23,30,2,2
22,13,23,30,2,2
22,14,23,30,2,2
22,15,23,30,2,2
22,16,23,30,2,2
22,17,23,30,2,2
22,18,23,30,2,2
22,19,23,30,2,2
22,20,23,30,2,2
22,21,23,30,2,2
22,22,23,30,2,2
22,23,23,30,2,2
22,24,23,30,2,3
23,24,23,30,3,3
24,24,23,30,3,2
24,25,23,30,2,2
24,26,23,30,2,2
24,27,23,30,2,1
23,27,23,30,1,1
22,27,23,30,1,2
22,28,23,30,2,2
22,29,23,30,2,2
22,30,23,30,2,3
23,30,10,4,4,1
22,30,10,4,1,1
21,30,10,4,1,1
20,30,10,4,1,1
19,30,10,4,1,0
19,29,10,4,0,0
19,28,10,4,0,0
19,27,10,4,0,0
19,26,10,4,0,0
19,25,10,4,0,0
19,24,10,4,0,0
19,23,10,4,0,0
19,22,10,4,0,0
19,21,10,4,0,1
18,21,10,4,1,1
17,21,10,4,1,1
16,21,10,4,1,0
16,20,10,4,0,0
16,19,10,4,0,0
16,18,10,4,0,1
15,18,10,4,1,1
14,18,10,4,1,1
13,18,10,4,1,1
12,18,10,4,1,1
11,18,10,4,1,1
10,18,10,4,1,0
10,17,10,4,0,0
10,16,10,4,0,0
10,15,10,4,0,0
10,14,10,4,0,0
10,13,10,4,0,0
10,12,10,4,0,0
10,11,10,4,0,0
10,10,10,4,0,0
10,9,10,4,0,0
10,8,10,4,0,0
10,7,10,4,0,0
10,6,10,4,0,0
10,5,10,4,0,0
10,4,23,2,4,0
10,3,23,2,0,0
10,2,23,2,0,3
11,2,23,2,3,3
12,2,23,2,3,3
13,2,23,2,3,3
14,2,23,2,3,3
15,2,23,2,3,3
16,2,23,2,3,3
17,2,23,2,3,3
18,2,23,2,3,3
19,2,23,2,3,3
23,2,18,12,4,1
22,2,18,12,1,1
21,2,18,12,1,1
20,2,18,12,1,1
19,2,18,12,1,2
19,3,18,12,2,2
19,4,18,12,2,2
19,5,18,12,2,2
18,12,17,30,4,3
19,12,17,30,3,2
19,13,17,30,2,2
19,14,17,30,2,2
19,15,17,30,2,2
19,16,17,30,2,2
19,17,17,30,2,2
19,18,17,30,2,1
18,18,17,30,1,1
17,18,17,30,1,1
16,18,17,30,1,2
16,19,17,30,2,2
16,20,17,30,2,2
16,21,17,30,2,3
17,21,17,30,3,3
18,21,17,30,3,3
19,21,17,30,3,2
19,22,17,30,2,2
19,23,17,30,2,2
19,24,17,30,2,2
17,30,23,30,4,3
18,30,23,30,3,3
19,30,23,30,3,3
23,30,2,22,4,1
22,30,2,22,1,1
21,30,2,22,1,1
20,30,2,22,1,1
19,30,2,22,1,0
19,29,2,22,0,0
19,28,2,22,0,0
19,27,2,22,0,0
19,26,2,22,0,0
19,25,2,22,0,0
19,24,2,22,0,1
18,24,2,22,1,1
17,24,2,22,1,1
16,24,2,22,1,1
15,24,2,22,1,1
14,24,2,22,1,1
13,24,2,22,1,1
12,24,2,22,1,1
11,24,2,22,1,1
10,24,2,22,1,1
9,24,2,22,1,1
2,24,2,22,1,0
2,23,2,22,0,0
2,22,19,5,4,0
2,21,19,5,0,3
3,21,19,5,3,3
4,21,19,5,3,0
4,20,19,5,0,0
4,19,19,5,0,0
4,18,19,5,0,3
7,18,19,5,3,0
7,17,19,5,0,0
7,16,19,5,0,0
7,15,19,5,0,3
8,15,19,5,3,3
9,15,19,5,3,3
10,15,19,5,3,0
10,14,19,5,0,0
10,13,19,5,0,0
10,12,19,5,0,3
11,12,19,5,3,3
12,12,19,5,3,3
13,12,19,5,3,3
14,12,19,5,3,3
15,12,19,5,3,3
16,12,19,5,3,3
17,12,19,5,3,3
18,12,19,5,3,3
19,12,19,5,3,0
19,5,5,8,4,1
18,5,5,8,1,1
17,5,5,8,1,1
16,5,5,8,1,2
16,6,5,8,2,2
16,7,5,8,2,2
16,8,5,8,2,2
16,9,5,8,2,1
15,9,5,8,1,1
14,9,5,8,1,1
13,9,5,8,1,0
13,8,5,8,0,0
13,7,5,8,0,0
13,6,5,8,0,0
13,5,5,8,0,1
12,5,5,8,1,1
11,5,5,8,1,1
10,5,5,8,1,1
9,5,5,8,1,1
6,5,5,8,1,1
5,5,5,8,1,2
5,6,5,8,2,2
5,7,5,8,2,2
5,8,10,27,4,3
6,8,10,27,3,3
7,8,10,27,3,3
8,8,10,27,3,3
9,8,10,27,3,3
10,8,10,27,3,2
10,9,10,27,2,2
10,10,10,27,2,2
10,11,10,27,2,2
10,12,10,27,2,2
10,13,10,27,2,2
10,14,10,27,2,2
10,15,10,27,2,2
10,16,10,27,2,2
10,17,10,27,2,2
10,18,10,27,2,3
11,18,10,27,3,3
12,18,10,27,3,3
13,18,10,27,3,2
13,19,10,27,2,2
13,20,10,27,2,2
13,21,10,27,2,1
12,21,10,27,1,1
11,21,10,27,1,1
10,21,10,27,1,2
10,22,10,27,2,2
10,23,10,27,2,2
10,24,10,27,2,2
10,27,5,2,4,0
10,26,5,2,0,0
10,25,5,2,0,0
10,24,5,2,0,1
9,24,5,2,1,1
8,24,5,2,1,1
7,24,5,2,1,0
7,23,5,2,0,0
7,22,5,2,0,0
7,21,5,2,0,0
7,20,5,2,0,0
7,19,5,2,0,0
7,18,5,2,0,0
7,17,5,2,0,0
7,16,5,2,0,0
7,15,5,2,0,0
7,14,5,2,0,0
7,13,5,2,0,0
7,12,5,2,0,0
7,11,5,2,0,1
6,11,5,2,1,1
5,11,5,2,1,0
5,10,5,2,0,0
5,9,5,2,0,0
5,8,5,2,0,1
4,8,5,2,1,1
3,8,5,2,1,1
2,8,5,2,1,0
2,7,5,2,0,0
2,6,5,2,0,0
2,5,5,2,0,0
2,4,5,2,0,0
2,3,5,2,0,0
2,2,5,2,0,3
3,2,5,2,3,3
4,2,5,2,3,3
5,2,16,28,4,3
6,2,16,28,3,3
7,2,16,28,3,3
8,2,16,28,3,3
9,2,16,28,3,3
10,2,16,28,3,2
10,3,16,28,2,2
10,4,16,28,2,2
10,5,16,28,2,2
10,6,16,28,2,2
10,7,16,28,2,2
10,8,16,28,2,2
10,9,16,28,2,2
10,10,16,28,2,2
10,11,16,28,2,2
10,12,16,28,2,2
10,13,16,28,2,2
10,14,16,28,2,2
10,15,16,28,2,2
10,16,16,28,2,2
10,17,16,28,2,2
10,18,16,28,2,3
11,18,16,28,3,3
12,18,16,28,3,3
13,18,16,28,3,3
14,18,16,28,3,3
15,18,16,28,3,3
16,18,16,28,3,2
16,19,16,28,2,2
16,20,16,28,2,2
16,21,16,28,2,3
17,21,16,28,3,3
18,21,16,28,3,3
19,21,16,28,3,2
19,22,16,28,2,2
19,23,16,28,2,2
19,24,16,28,2,2
19,25,16,28,2,2
19,26,16,28,2,2
19,27,16,28,2,2
19,28,16,28,2,2
19,29,16,28,2,2
19,30,16,28,2,1
18,30,16,28,1,1
17,30,16,28,1,1
16,30,16,28,1,0
16,29,16,28,0,0
6,30,7,27,4,3
7,30,7,27,3,0
7,29,7,27,0,0
7,28,7,27,0,0
7,27,15,12,4,1
6,27,15,12,1,1
5,27,15,12,1,0
5,26,15,12,0,0
5,25,15,12,0,0
5,24,15,12,0,3
6,24,15,12,3,3
7,24,15,12,3,0
7,23,15,12,0,0
7,22,15,12,0,0
7,21,15,12,0,0
7,20,15,12,0,0
7,19,15,12,0,0
7,18,15,12,0,0
7,17,15,12,0,0
7,16,15,12,0,0
7,15,15,12,0,3
8,15,15,12,3,3
9,15,15,12,3,3
10,15,15,12,3,0
10,14,15,12,0,0
10,13,15,12,0,0
10,12,15,12,0,3
11,12,15,12,3,3
12,12,15,12,3,3
13,12,15,12,3,3
14,12,15,12,3,3
15,12,20,15,4,3
16,12,20,15,3,3
17,12,20,15,3,3
18,12,20,15,3,3
19,12,20,15,3,2
19,13,20,15,2,2
19,14,20,15,2,2
19,15,20,15,2,3
20,15,7,29,4,1
19,15,7,29,1,2
8,30,7,29,1,1
7,30,7,29,1,0
7,29,2,24,4,0
7,28,2,24,0,0
7,27,2,24,0,1
6,27,2,24,1,1
5,27,2,24,1,0
5,26,2,24,0,0
5,25,2,24,0,0
5,24,2,24,0,1
2,24,22,16,4,3
3,24,22,16,3,3
4,24,22,16,3,3
5,24,22,16,3,3
6,24,22,16,3,3
7,24,22,16,3,3
8,24,22,16,3,3
9,24,22,16,3,3
10,24,22,16,3,3
11,24,22,16,3,3
12,24,22,16,3,3
13,24,22,16,3,3
14,24,22,16,3,3
15,24,22,16,3,3
16,24,22,16,3,3
17,24,22,16,3,3
18,24,22,16,3,3
19,24,22,16,3,3
20,24,22,16,3,3
21,24,22,16,3,3
22,24,22,16,3,0
22,23,22,16,0,0
22,22,22,16,0,0
22,21,22,16,0,0
22,20,22,16,0,0
22,19,22,16,0,0
22,18,22,16,0,0
22,17,22,16,0,0
22,16,9,15,4,0
22,15,9,15,0,1
21,15,9,15,1,1
20,15,9,15,1,1
19,15,9,15,1,0
19,14,9,15,0,0
19,13,9,15,0,0
19,12,9,15,0,1
18,12,9,15,1,1
17,12,9,15,1,1
16,12,9,15,1,1
15,12,9,15,1,1
14,12,9,15,1,1
13,12,9,15,1,1
12,12,9,15,1,1
11,12,9,15,1,1
10,12,9,15,1,2
10,13,9,15,2,2
10,14,9,15,2,2
10,15,9,15,2,1
9,15,10,30,4,3
10,15,10,30,3,2
10,16,10,30,2,2
10,17,10,30,2,2
10,18,10,30,2,3
11,18,10,30,3,3
12,18,10,30,3,3
13,18,10,30,3,2
13,19,10,30,2,2
13,20,10,30,2,2
13,21,10,30,2,1
12,21,10,30,1,1
11,21,10,30,1,1
10,21,10,30,1,2
10,22,10,30,2,2
10,23,10,30,2,2
10,24,10,30,2,2
10,25,10,30,2,2
10,26,10,30,2,2
10,27,10,30,2,2
10,28,10,30,2,2
10,29,10,30,2,2
10,30,11,21,4,0
10,29,11,21,0,0
10,28,11,21,0,0
10,27,11,21,0,0
10,26,11,21,0,0
10,25,11,21,0,0
10,24,11,21,0,0
11,21,27,29,4,1
10,21,27,29,1,2
10,22,27,29,2,2
10,23,27,29,2,2
10,24,27,29,2,3
11,24,27,29,3,3
12,24,27,29,3,3
13,24,27,29,3,3
14,24,27,29,3,3
15,24,27,29,3,3
16,24,27,29,3,3
17,24,27,29,3,3
18,24,27,29,3,3
19,24,27,29,3,3
20,24,27,29,3,3
21,24,27,29,3,3
22,24,27,29,3,3
23,24,27,29,3,3
24,24,27,29,3,2
24,25,27,29,2,2
24,26,27,29,2,2
24,27,27,29,2,3
25,27,27,29,3,3
26,27,27,29,3,3
27,27,27,29,3,2
27,28,27,29,2,2
21,24,19,15,4,3
22,24,19,15,3,0
22,23,19,15,0,0
22,22,19,15,0,0
22,21,19,15,0,0
22,20,19,15,0,0
22,19,19,15,0,0
22,18,19,15,0,0
22,17,19,15,0,0
22,16,19,15,0,0
22,15,19,15,0,1
21,15,19,15,1,1
20,15,19,15,1,1
19,15,7,18,4,2
19,16,7,18,2,2
19,17,7,18,2,2
19,18,7,18,2,1
18,18,7,18,1,1
17,18,7,18,1,1
16,18,7,18,1,1
15,18,7,18,1,1
14,18,7,18,1,1
13,18,7,18,1,1
12,18,7,18,1,1
11,18,7,18,1,1
10,18,7,18,1,0
10,17,7,18,0,0
10,16,7,18,0,0
10,15,7,18,0,1
9,15,7,18,1,1
8,15,7,18,1,1
7,15,7,18,1,2
7,16,7,18,2,2
7,17,7,18,2,2
7,18,4,18,4,1
6,18,4,18,1,1
5,18,4,18,1,1
4,18,5,6,4,3
5,18,5,6,3,3
6,18,5,6,3,3
7,18,5,6,3,0
7,17,5,6,0,0
7,16,5,6,0,0
7,15,5,6,0,0
7,14,5,6,0,0
7,13,5,6,0,0
7,12,5,6,0,0
7,11,5,6,0,1
6,11,5,6,1,1
5,11,5,6,1,0
5,10,5,6,0,0
5,9,5,6,0,0
5,8,5,6,0,0
5,7,5,6,0,0
5,6,4,19,4,2
5,7,4,19,2,2
5,8,4,19,2,2
5,9,4,19,2,2
5,10,4,19,2,2
5,11,4,19,2,3
6,11,4,19,3,3
7,11,4,19,3,2
7,12,4,19,2,2
7,13,4,19,2,2
7,14,4,19,2,2
7,15,4,19,2,2
7,16,4,19,2,2
7,17,4,19,2,2
7,18,4,19,2,1
6,18,4,19,1,1
5,18,4,19,1,1
4,18,4,19,1,2
4,19,16,30,4,0
4,18,16,30,0,3
5,18,16,30,3,3
6,18,16,30,3,3
7,18,16,30,3,2
10,25,16,30,2,2
10,26,16,30,2,2
10,27,16,30,2,2
10,28,16,30,2,2
10,29,16,30,2,2
10,30,16,30,2,3
11,30,16,30,3,3
12,30,16,30,3,3
13,30,16,30,3,0
13,29,16,30,0,0
13,28,16,30,0,0
13,27,16,30,0,3
14,27,16,30,3,3
15,27,16,30,3,3
16,27,16,30,3,2
16,28,16,30,2,2
16,29,16,30,2,2
19,21,5,5,4,1
18,21,5,5,1,1
17,21,5,5,1,1
16,21,5,5,1,0
16,20,5,5,0,0
16,19,5,5,0,0
16,18,5,5,0,1
15,18,5,5,1,1
14,18,5,5,1,1
13,18,5,5,1,1
12,18,5,5,1,1
11,18,5,5,1,1
10,18,5,5,1,0
10,17,5,5,0,0
10,16,5,5,0,0
10,15,5,5,0,0
10,14,5,5,0,0
10,13,5,5,0,0
10,12,5,5,0,0
10,11,5,5,0,0
10,10,5,5,0,0
10,9,5,5,0,0
10,8,5,5,0,0
10,7,5,5,0,0
10,6,5,5,0,0
10,5,5,5,0,1
9,5,5,5,1,1
8,5,5,5,1,1
7,5,5,5,1,1
6,5,5,5,1,1
5,5,13,21,4,2
5,6,13,21,2,2
5,7,13,21,2,2
5,8,13,21,2,2
5,9,13,21,2,2
5,10,13,21,2,2
5,11,13,21,2,3
6,11,13,21,3,3
7,11,13,21,3,2
7,12,13,21,2,2
7,13,13,21,2,2
7,14,13,21,2,2
7,15,13,21,2,3
8,15,13,21,3,3
9,15,13,21,3,3
10,15,13,21,3,2
13,21,22,30,4,0
13,20,22,30,0,0
13,19,22,30,0,0
13,18,22,30,0,3
14,18,22,30,3,3
15,18,22,30,3,3
16,18,22,30,3,2
16,19,22,30,2,2
16,20,22,30,2,2
16,21,22,30,2,3
17,21,22,30,3,3
18,21,22,30,3,3
19,21,22,30,3,2
19,22,22,30,2,2
19,23,22,30,2,2
19,24,22,30,2,2
19,25,22,30,2,2
19,26,22,30,2,2
19,27,22,30,2,2
19,28,22,30,2,2
19,29,22,30,2,2
19,30,22,30,2,3
20,30,22,30,3,3
21,30,22,30,3,3
22,30,10,9,4,1
21,30,10,9,1,1
20,30,10,9,1,1
19,30,10,9,1,0
19,29,10,9,0,0
19,28,10,9,0,0
19,27,10,9,0,0
19,26,10,9,0,0
19,25,10,9,0,0
19,24,10,9,0,0
19,23,10,9,0,0
19,22,10,9,0,0
19,21,10,9,0,1
18,21,10,9,1,1
17,21,10,9,1,1
16,21,10,9,1,0
16,20,10,9,0,0
16,19,10,9,0,0
16,18,10,9,0,1
15,18,10,9,1,1
14,18,10,9,1,1
13,18,10,9,1,1
12,18,10,9,1,1
11,18,10,9,1,1
10,18,10,9,1,0
10,17,10,9,0,0
10,16,10,9,0,0
10,15,10,9,0,0
10,14,10,9,0,0
10,13,10,9,0,0
10,12,10,9,0,0
10,11,10,9,0,0
10,10,10,9,0,0
10,9,14,9,4,0
14,9,24,5,4,3
24,5,15,27,4,1
23,5,15,27,1,1
22,5,15,27,1,1
21,5,15,27,1,1
20,5,15,27,1,1
19,5,15,27,1,2
19,6,15,27,2,2
19,7,15,27,2,2
19,8,15,27,2,2
19,9,15,27,2,2
19,10,15,27,2,2
19,11,15,27,2,2
19,12,15,27,2,2
19,13,15,27,2,2
19,14,15,27,2,2
19,15,15,27,2,2
19,16,15,27,2,2
19,17,15,27,2,2
19,18,15,27,2,1
18,18,15,27,1,1
17,18,15,27,1,1
16,18,15,27,1,2
16,19,15,27,2,2
16,20,15,27,2,2
16,21,15,27,2,3
17,21,15,27,3,3
18,21,15,27,3,3
19,21,15,27,3,2
19,22,15,27,2,2
19,23,15,27,2,2
19,24,15,27,2,2
15,27,27,5,4,3
16,27,27,5,3,2
16,28,27,5,2,2
16,29,27,5,2,2
16,30,27,5,2,3
17,30,27,5,3,3
18,30,27,5,3,3
19,30,27,5,3,0
19,29,27,5,0,0
19,28,27,5,0,0
19,27,27,5,0,0
19,26,27,5,0,0
19,25,27,5,0,0
19,24,27,5,0,3
20,24,27,5,3,3
21,24,27,5,3,3
22,24,27,5,3,0
22,23,27,5,0,0
22,22,27,5,0,0
22,21,27,5,0,0
22,20,27,5,0,0
22,19,27,5,0,0
22,18,27,5,0,0
22,17,27,5,0,0
22,16,27,5,0,0
22,15,27,5,0,0
22,14,27,5,0,0
22,13,27,5,0,0
22,12,27,5,0,0
22,11,27,5,0,3
23,11,27,5,3,3
24,11,27,5,3,0
24,10,27,5,0,0
24,9,27,5,0,0
24,8,27,5,0,3
25,8,27,5,3,3
26,8,27,5,3,3
27,8,27,5,3,0
27,7,27,5,0,0
27,6,27,5,0,0
27,5,3,21,4,2
3,21,24,6,4,3
4,21,24,6,3,0
4,20,24,6,0,0
4,19,24,6,0,0
4,18,24,6,0,3
5,18,24,6,3,3
6,18,24,6,3,3
7,18,24,6,3,0
7,17,24,6,0,0
7,16,24,6,0,0
7,15,24,6,0,3
8,15,24,6,3,3
9,15,24,6,3,3
10,15,24,6,3,0
10,14,24,6,0,0
10,13,24,6,0,0
10,12,24,6,0,3
11,12,24,6,3,3
12,12,24,6,3,3
13,12,24,6,3,3
14,12,24,6,3,3
15,12,24,6,3,3
16,12,24,6,3,3
17,12,24,6,3,3
18,12,24,6,3,3
19,12,24,6,3,0
19,11,24,6,0,0
19,10,24,6,0,0
19,9,24,6,0,0
19,8,24,6,0,3
20,8,24,6,3,3
21,8,24,6,3,3
22,8,24,6,3,3
23,8,24,6,3,3
24,8,24,6,3,0
24,7,24,6,0,0
24,6,24,10,4,2
24,7,24,10,2,2
24,8,24,10,2,2
24,10,22,2,4,0
24,9,22,2,0,0
24,8,22,2,0,3
25,8,22,2,3,3
26,8,22,2,3,3
27,8,22,2,3,0
27,7,22,2,0,0
27,6,22,2,0,0
27,5,22,2,0,0
27,4,22,2,0,0
27,3,22,2,0,0
27,2,22,2,0,1
26,2,22,2,1,1
25,2,22,2,1,1
24,2,22,2,1,1
23,2,22,2,1,1
22,2,2,27,4,1
21,2,2,27,1,1
20,2,2,27,1,1
19,2,2,27,1,1
18,2,2,27,1,1
17,2,2,27,1,1
16,2,2,27,1,1
15,2,2,27,1,1
14,2,2,27,1,1
13,2,2,27,1,1
12,2,2,27,1,1
11,2,2,27,1,1
10,2,2,27,1,2
10,3,2,27,2,2
10,4,2,27,2,2
10,5,2,27,2,2
10,6,2,27,2,2
10,7,2,27,2,2
2,27,27,28,4,3
3,27,27,28,3,3
4,27,27,28,3,3
5,27,27,28,3,0
5,26,27,28,0,0
5,25,27,28,0,0
5,24,27,28,0,3
6,24,27,28,3,3
7,24,27,28,3,3
8,24,27,28,3,3
9,24,27,28,3,3
10,24,27,28,3,3
11,24,27,28,3,3
12,24,27,28,3,3
13,24,27,28,3,3
14,24,27,28,3,3
15,24,27,28,3,3
16,24,27,28,3,3
17,24,27,28,3,3
18,24,27,28,3,3
19,24,27,28,3,3
20,24,27,28,3,3
21,24,27,28,3,3
22,24,27,28,3,3
23,24,27,28,3,3
24,24,27,28,3,2
24,25,27,28,2,2
24,26,27,28,2,2
24,27,27,28,2,3
25,27,27,28,3,3
26,27,27,28,3,3
27,27,27,28,3,2
27,28,13,19,4,0
27,27,13,19,0,1
26,27,13,19,1,1
25,27,13,19,1,1
24,27,13,19,1,0
24,26,13,19,0,0
24,25,13,19,0,0
24,24,13,19,0,1
23,24,13,19,1,1
22,24,13,19,1,1
21,24,13,19,1,1
20,24,13,19,1,1
19,24,13,19,1,0
19,23,13,19,0,0
19,22,13,19,0,0
19,21,13,19,0,1
18,21,13,19,1,1
17,21,13,19,1,1
16,21,13,19,1,0
16,20,13,19,0,0
16,19,13,19,0,0
16,18,13,19,0,1
15,18,13,19,1,1
14,18,13,19,1,1
13,18,13,19,1,2
13,19,19,24,4,2
13,20,19,24,2,2
13,21,19,24,2,1
12,21,19,24,1,1
11,21,19,24,1,1
10,21,19,24,1,2
10,22,19,24,2,2
10,23,19,24,2,2
10,24,19,24,2,3
11,24,19,24,3,3
12,24,19,24,3,3
13,24,19,24,3,3
14,24,19,24,3,3
15,24,19,24,3,3
16,24,19,24,3,3
9,5,7,12,4,1
8,5,7,12,1,1
7,5,7,12,1,1
6,5,7,12,1,1
5,5,7,12,1,2
5,6,7,12,2,2
5,7,7,12,2,2
5,8,7,12,2,2
5,9,7,12,2,2
5,10,7,12,2,2
5,11,7,12,2,3
6,11,7,12,3,3
7,11,7,12,3,2
7,12,19,17,4,2
7,13,19,17,2,2
7,14,19,17,2,2
7,15,19,17,2,3
8,15,19,17,3,3
9,15,19,17,3,3
10,15,19,17,3,2
10,16,19,17,2,2
10,17,19,17,2,2
10,18,19,17,2,3
11,18,19,17,3,3
12,18,19,17,3,3
13,18,19,17,3,3
19,17,19,10,4,0
19,13,2,7,4,0
19,12,2,7,0,1
18,12,2,7,1,1
17,12,2,7,1,1
16,12,2,7,1,1
15,12,2,7,1,1
14,12,2,7,1,1
13,12,2,7,1,1
12,12,2,7,1,1
11,12,2,7,1,1
10,12,2,7,1,0
10,11,2,7,0,0
10,10,2,7,0,0
10,9,2,7,0,0
10,8,2,7,0,1
9,8,2,7,1,1
8,8,2,7,1,1
7,8,2,7,1,1
6,8,2,7,1,1
5,8,2,7,1,1
2,7,17,30,4,2
2,8,17,30,2,3
3,8,17,30,3,3
4,8,17,30,3,3
5,8,17,30,3,3
6,8,17,30,3,3
7,8,17,30,3,3
8,8,17,30,3,3
9,8,17,30,3,3
10,8,17,30,3,2
10,9,17,30,2,2
10,10,17,30,2,2
10,11,17,30,2,2
10,12,17,30,2,2
10,13,17,30,2,2
10,14,17,30,2,2
10,15,17,30,2,2
10,16,17,30,2,2
10,17,17,30,2,2
10,18,17,30,2,3
11,18,17,30,3,3
12,18,17,30,3,3
13,18,17,30,3,3
14,18,17,30,3,3
15,18,17,30,3,3
16,18,17,30,3,2
17,30,13,12,4,3
18,30,13,12,3,3
19,30,13,12,3,0
19,29,13,12,0,0
19,28,13,12,0,0
19,27,13,12,0,0
19,26,13,12,0,0
19,25,13,12,0,0
19,24,13,12,0,0
19,23,13,12,0,0
19,22,13,12,0,0
19,21,13,12,0,1
18,21,13,12,1,1
17,21,13,12,1,1
16,21,13,12,1,0
16,20,13,12,0,0
16,19,13,12,0,0
16,18,13,12,0,1
15,18,13,12,1,1
14,18,13,12,1,1
13,18,13,12,1,1
12,18,13,12,1,1
11,18,13,12,1,1
10,18,13,12,1,0
10,17,13,12,0,0
10,16,13,12,0,0
10,15,13,12,0,0
10,14,13,12,0,0
10,13,13,12,0,0
10,12,13,12,0,3
13,12,22,29,4,3
14,12,22,29,3,3
15,12,22,29,3,3
16,12,22,29,3,3
17,12,22,29,3,3
18,12,22,29,3,3
19,12,22,29,3,2
22,30,19,4,4,0
22,29,19,4,0,0
22,28,19,4,0,0
22,27,19,4,0,3
23,27,19,4,3,3
24,27,19,4,3,0
24,26,19,4,0,0
24,25,19,4,0,0
24,24,19,4,0,1
23,24,19,4,1,1
22,24,19,4,1,0
22,23,19,4,0,0
22,22,19,4,0,0
22,21,19,4,0,0
22,20,19,4,0,0
22,19,19,4,0,0
22,18,19,4,0,0
22,17,19,4,0,0
22,16,19,4,0,0
22,15,19,4,0,1
21,15,19,4,1,1
20,15,19,4,1,1
19,15,19,4,1,0
19,14,19,4,0,0
19,13,19,4,0,0
19,12,19,4,0,0
19,11,19,4,0,0
19,10,19,4,0,0
19,9,19,4,0,0
19,8,19,4,0,0
19,7,19,4,0,0
19,6,19,4,0,0
19,5,19,4,0,0
19,4,22,30,4,2
19,5,22,30,2,2
19,6,22,30,2,2
19,7,22,30,2,2
19,8,22,30,2,2
19,9,22,30,2,2
19,10,22,30,2,2
19,11,22,30,2,2
19,12,22,30,2,2
19,13,22,30,2,2
19,14,22,30,2,2
19,15,22,30,2,3
20,15,22,30,3,3
21,15,22,30,3,3
22,15,22,30,3,2
22,16,22,30,2,2
22,17,22,30,2,2
22,18,22,30,2,2
22,19,22,30,2,2
22,20,22,30,2,2
22,21,22,30,2,2
22,22,22,30,2,2
22,23,22,30,2,2
22,24,22,30,2,3
23,24,22,30,3,3
24,24,22,30,3,2
24,25,22,30,2,2
24,26,22,30,2,2
24,27,22,30,2,1
23,27,22,30,1,1
22,27,22,30,1,2
22,28,22,30,2,2
22,29,22,30,2,2
22,30,16,20,4,1
21,30,16,20,1,1
20,30,16,20,1,1
19,30,16,20,1,0
19,29,16,20,0,0
19,28,16,20,0,0
19,27,16,20,0,0
19,26,16,20,0,0
19,25,16,20,0,0
19,24,16,20,0,0
19,23,16,20,0,0
19,22,16,20,0,0
19,21,16,20,0,1
18,21,16,20,1,1
17,21,16,20,1,1
16,21,16,20,1,0
16,20,25,18,4,2
16,21,25,18,2,3
17,21,25,18,3,3
18,21,25,18,3,3
19,21,25,18,3,2
19,22,25,18,2,2
19,23,25,18,2,2
19,24,25,18,2,3
20,24,25,18,3,3
21,24,25,18,3,3
22,24,25,18,3,0
22,23,25,18,0,0
22,22,25,18,0,0
22,21,25,18,0,0
22,20,25,18,0,0
22,19,25,18,0,0
22,18,25,18,0,3
23,18,25,18,3,3
24,18,25,18,3,3
25,18,27,6,4,1
24,18,27,6,1,1
23,18,27,6,1,1
22,18,27,6,1,0
22,17,27,6,0,0
22,16,27,6,0,0
22,15,27,6,0,0
22,14,27,6,0,0
22,13,27,6,0,0
22,12,27,6,0,0
22,11,27,6,0,3
23,11,27,6,3,3
24,11,27,6,3,0
24,10,27,6,0,0
24,9,27,6,0,0
24,8,27,6,0,3
25,8,27,6,3,3
26,8,27,6,3,3
27,8,27,6,3,0
27,7,27,6,0,0
27,6,19,10,4,2
27,7,19,10,2,2
27,8,19,10,2,1
26,8,19,10,1,1
25,8,19,10,1,1
24,8,19,10,1,1
23,8,19,10,1,1
22,8,19,10,1,1
21,8,19,10,1,1
20,8,19,10,1,1
19,8,19,10,1,2
19,9,19,10,2,2
19,10,27,29,4,2
19,11,27,29,2,2
19,12,27,29,2,2
19,13,27,29,2,2
19,14,27,29,2,2
19,15,27,29,2,3
20,15,27,29,3,3
21,15,27,29,3,3
22,15,27,29,3,2
22,16,27,29,2,2
22,17,27,29,2,2
22,18,27,29,2,2
22,19,27,29,2,2
22,20,27,29,2,2
22,21,27,29,2,2
22,22,27,29,2,2
22,23,27,29,2,2
22,24,27,29,2,3
27,29,25,30,4,2
27,30,25,30,2,1
26,30,25,30,1,1
25,30,6,18,4,1
24,30,6,18,1,1
23,30,6,18,1,1
22,30,6,18,1,1
21,30,6,18,1,1
20,30,6,18,1,1
19,30,6,18,1,0
19,29,6,18,0,0
19,28,6,18,0,0
19,27,6,18,0,0
19,26,6,18,0,0
19,25,6,18,0,0
19,24,6,18,0,1
18,24,6,18,1,1
17,24,6,18,1,1
16,24,6,18,1,1
15,24,6,18,1,1
14,24,6,18,1,1
13,24,6,18,1,1
12,24,6,18,1,1
11,24,6,18,1,1
10,24,6,18,1,1
9,24,6,18,1,1
7,24,6,18,1,0
7,23,6,18,0,0
7,22,6,18,0,0
7,21,6,18,0,0
7,20,6,18,0,0
7,19,6,18,0,0
7,18,6,18,0,1
